######################################################################
#
# 	CONDITIONS OF USE
# ____________________________________________________________________
# 
# 
# The files are freely available for download and use on the condition 
# that APNIC will not be held responsible for any loss or damage 
# arising from the use of the information contained in these reports.
# 
# APNIC endeavours to the best of its ability to ensure the accuracy 
# of these reports; however, APNIC makes no guarantee in this regard.
# 
# In particular, it should be noted that these reports seek to 
# indicate where resources were first allocated or assigned. It is not
# intended that these reports be considered as an authoritative 
# statement of the location in which any specific resource may 
# currently be in use.
# 
# For more information see: 
#
#       http://www.apnic.net/db/rir-stats-format.html
# or
#	ftp://ftp.apnic.net/pub/apnic/stats/apnic/README.TXT
#
######################################################################
#
2|apnic|20220713|74886|19830613|20220712|+1000
apnic|IN|asn|131463|1|20110712|allocated
apnic|BD|asn|131464|1|20160716|allocated
apnic|KR|asn|131466|1|20210624|allocated
apnic|BN|asn|131467|1|20110714|allocated
apnic|IN|asn|131468|1|20110714|allocated
apnic|CN|asn|131469|2|20110715|allocated
apnic|PK|asn|131471|1|20160718|allocated
apnic|TH|asn|131472|1|20110715|allocated
apnic|IN|asn|131473|1|20110715|allocated
apnic|AU|asn|131474|1|20110718|allocated
apnic|SG|asn|131475|1|20110718|allocated
apnic|AU|asn|131476|1|20110719|allocated
apnic|CN|asn|131477|1|20160718|allocated
apnic|AU|asn|131478|1|20180827|allocated
apnic|AU|asn|131479|1|20110719|allocated
apnic|AU|asn|131480|1|20160718|allocated
apnic|CN|asn|131481|100|20110720|allocated
apnic|AU|asn|131581|1|20110720|allocated
apnic|SG|asn|131582|1|20160718|allocated
apnic|NZ|asn|131583|1|20110721|allocated
apnic|TW|asn|131584|100|20110721|allocated
apnic|MY|asn|131684|1|20160718|allocated
apnic|HK|asn|131685|1|20110722|allocated
apnic|BD|asn|131686|1|20161008|allocated
apnic|ID|asn|131687|100|20110725|allocated
apnic|IN|asn|131787|1|20110725|allocated
apnic|IN|asn|131788|1|20110727|allocated
apnic|HK|asn|131789|1|20210507|allocated
apnic|SG|asn|131790|1|20110801|allocated
apnic|KR|asn|131791|100|20110801|allocated
apnic|PH|asn|131891|1|20160719|allocated
apnic|AU|asn|131892|1|20110802|allocated
apnic|JP|asn|131893|11|20110804|allocated
apnic|JP|asn|131904|1|20110804|allocated
apnic|JP|asn|131905|88|20110804|allocated
apnic|IN|asn|131993|1|20110804|allocated
apnic|HK|asn|131994|1|20110808|allocated
apnic|NC|asn|131995|1|20110809|allocated
apnic|MY|asn|131996|1|20160719|allocated
apnic|IN|asn|131997|1|20110809|allocated
apnic|AU|asn|131998|1|20110809|allocated
apnic|AU|asn|131999|1|20110810|allocated
apnic|AU|asn|132000|1|20110810|allocated
apnic|NZ|asn|132001|1|20110811|allocated
apnic|AU|asn|132002|1|20160719|allocated
apnic|NZ|asn|132003|1|20110815|allocated
apnic|IN|asn|132004|1|20110816|allocated
apnic|IN|asn|132005|1|20110819|allocated
apnic|GB|asn|132006|1|20160719|allocated
apnic|AU|asn|132007|1|20160720|allocated
apnic|BD|asn|132008|1|20211218|allocated
apnic|TH|asn|132009|1|20110819|allocated
apnic|HK|asn|132010|1|20201213|allocated
apnic|SG|asn|132011|1|20130913|allocated
apnic|TW|asn|132012|1|20160720|allocated
apnic|TH|asn|132013|1|20110825|allocated
apnic|NZ|asn|132014|1|20160720|allocated
apnic|AU|asn|132015|1|20110826|allocated
apnic|SG|asn|132016|1|20110829|allocated
apnic|HK|asn|132017|1|20111014|allocated
apnic|CN|asn|132019|1|20160720|allocated
apnic|AU|asn|132020|1|20110901|allocated
apnic|PH|asn|132021|1|20110902|allocated
apnic|MY|asn|132022|1|20110906|allocated
apnic|NZ|asn|132023|1|20160720|allocated
apnic|JP|asn|132024|1|20110908|allocated
apnic|KH|asn|132025|1|20200224|allocated
apnic|MM|asn|132026|1|20110916|allocated
apnic|NZ|asn|132027|1|20110916|allocated
apnic|IN|asn|132028|1|20110916|allocated
apnic|AU|asn|132029|1|20120601|allocated
apnic|AU|asn|132030|1|20160721|allocated
apnic|TH|asn|132032|1|20110920|allocated
apnic|MY|asn|132033|1|20110922|allocated
apnic|MY|asn|132035|1|20110927|allocated
apnic|NZ|asn|132036|1|20110928|allocated
apnic|MM|asn|132037|1|20160721|allocated
apnic|AU|asn|132038|1|20110929|allocated
apnic|SG|asn|132039|1|20110929|allocated
apnic|NZ|asn|132040|1|20110930|allocated
apnic|AU|asn|132041|1|20181203|allocated
apnic|NZ|asn|132042|1|20111004|allocated
apnic|IN|asn|132043|1|20111007|allocated
apnic|AU|asn|132044|1|20160721|allocated
apnic|LK|asn|132045|1|20111011|allocated
apnic|PH|asn|132046|1|20111011|allocated
apnic|SG|asn|132047|1|20111012|allocated
apnic|NZ|asn|132048|1|20111012|allocated
apnic|AU|asn|132049|1|20220516|allocated
apnic|TH|asn|132050|1|20160721|allocated
apnic|IN|asn|132051|1|20111019|allocated
apnic|IN|asn|132052|1|20111019|allocated
apnic|SG|asn|132053|1|20111019|allocated
apnic|PH|asn|132054|1|20200224|allocated
apnic|AU|asn|132055|1|20111020|allocated
apnic|HK|asn|132056|1|20111020|allocated
apnic|AU|asn|132057|1|20140908|allocated
apnic|NZ|asn|132058|1|20201110|allocated
apnic|PH|asn|132059|1|20111021|allocated
apnic|AU|asn|132060|1|20160725|allocated
apnic|TH|asn|132061|1|20111026|allocated
apnic|TH|asn|132062|1|20111026|allocated
apnic|TH|asn|132063|1|20111026|allocated
apnic|AU|asn|132064|1|20160722|allocated
apnic|IN|asn|132065|1|20111028|allocated
apnic|NZ|asn|132066|1|20111028|allocated
apnic|AU|asn|132067|1|20111028|allocated
apnic|HK|asn|132068|1|20170105|allocated
apnic|AU|asn|132069|1|20111101|allocated
apnic|AU|asn|132070|2|20111103|allocated
apnic|AU|asn|132072|1|20160726|allocated
apnic|BD|asn|132073|1|20220409|allocated
apnic|NZ|asn|132074|1|20111110|allocated
apnic|IN|asn|132075|1|20111114|allocated
apnic|AU|asn|132076|1|20160726|allocated
apnic|AU|asn|132077|1|20111115|allocated
apnic|SG|asn|132078|1|20111115|allocated
apnic|NC|asn|132079|1|20111116|allocated
apnic|KH|asn|132080|1|20111116|allocated
apnic|SG|asn|132081|1|20111117|allocated
apnic|BD|asn|132082|1|20180201|allocated
apnic|NZ|asn|132083|1|20160727|allocated
apnic|US|asn|132084|1|20111122|allocated
apnic|AU|asn|132085|1|20111122|allocated
apnic|TH|asn|132086|1|20111123|allocated
apnic|SG|asn|132087|1|20160727|allocated
apnic|MO|asn|132088|1|20180518|allocated
apnic|IN|asn|132089|1|20160727|allocated
apnic|IN|asn|132090|1|20160728|allocated
apnic|IN|asn|132091|1|20111130|allocated
apnic|BD|asn|132092|1|20160728|allocated
apnic|AU|asn|132093|1|20181012|allocated
apnic|AU|asn|132094|1|20111205|allocated
apnic|JP|asn|132095|1|20111208|allocated
apnic|NZ|asn|132096|1|20111208|allocated
apnic|AU|asn|132097|1|20160729|allocated
apnic|KH|asn|132098|1|20111212|allocated
apnic|BD|asn|132099|1|20160801|allocated
apnic|MM|asn|132100|1|20160801|allocated
apnic|HK|asn|132101|1|20111213|allocated
apnic|AU|asn|132102|1|20111214|allocated
apnic|PH|asn|132103|1|20111222|allocated
apnic|AF|asn|132104|1|20210118|allocated
apnic|ID|asn|132105|1|20111223|allocated
apnic|BD|asn|132106|1|20111228|allocated
apnic|TH|asn|132107|1|20111228|allocated
apnic|IN|asn|132108|1|20111230|allocated
apnic|AU|asn|132109|1|20120104|allocated
apnic|HK|asn|132110|1|20190304|allocated
apnic|MY|asn|132111|1|20120105|allocated
apnic|IN|asn|132112|1|20120110|allocated
apnic|AU|asn|132113|1|20160801|allocated
apnic|IN|asn|132114|1|20120110|allocated
apnic|IN|asn|132115|1|20160802|allocated
apnic|IN|asn|132116|1|20120113|allocated
apnic|TH|asn|132117|1|20120113|allocated
apnic|AU|asn|132118|1|20151014|allocated
apnic|JP|asn|132119|1|20120116|allocated
apnic|JP|asn|132120|1|20120117|allocated
apnic|IN|asn|132121|1|20120117|allocated
apnic|IN|asn|132122|1|20120117|allocated
apnic|BD|asn|132123|1|20160802|allocated
apnic|LK|asn|132124|1|20120123|allocated
apnic|NZ|asn|132125|1|20120123|allocated
apnic|AU|asn|132126|1|20120123|allocated
apnic|AU|asn|132127|1|20120127|allocated
apnic|CN|asn|132128|1|20120127|allocated
apnic|BD|asn|132129|1|20190216|allocated
apnic|NZ|asn|132130|1|20181207|allocated
apnic|AU|asn|132131|1|20120130|allocated
apnic|SG|asn|132132|1|20120131|allocated
apnic|TH|asn|132133|1|20160803|allocated
apnic|US|asn|132134|1|20160804|allocated
apnic|IN|asn|132135|1|20120206|allocated
apnic|AU|asn|132136|1|20120207|allocated
apnic|IN|asn|132137|1|20120209|allocated
apnic|SG|asn|132138|1|20211118|allocated
apnic|HK|asn|132139|1|20200309|allocated
apnic|AU|asn|132140|1|20120213|allocated
apnic|PH|asn|132141|1|20120213|allocated
apnic|SG|asn|132142|1|20120214|allocated
apnic|NZ|asn|132143|1|20120214|allocated
apnic|IN|asn|132144|1|20120214|allocated
apnic|AU|asn|132145|1|20120214|allocated
apnic|HK|asn|132146|1|20160803|allocated
apnic|CN|asn|132147|1|20120215|allocated
apnic|MM|asn|132148|1|20160803|allocated
apnic|NZ|asn|132149|1|20120216|allocated
apnic|IN|asn|132150|1|20120216|allocated
apnic|IN|asn|132151|1|20120216|allocated
apnic|IN|asn|132152|1|20120216|allocated
apnic|CN|asn|132153|1|20120220|allocated
apnic|CN|asn|132154|1|20120302|allocated
apnic|NZ|asn|132155|1|20120221|allocated
apnic|PH|asn|132156|1|20120222|allocated
apnic|TW|asn|132157|1|20120222|allocated
apnic|AU|asn|132158|1|20120222|allocated
apnic|AU|asn|132160|1|20120223|allocated
apnic|NZ|asn|132161|1|20120224|allocated
apnic|AU|asn|132162|1|20120224|allocated
apnic|TH|asn|132163|1|20170515|allocated
apnic|ID|asn|132164|1|20120227|allocated
apnic|PK|asn|132165|1|20120227|allocated
apnic|IN|asn|132166|1|20120227|allocated
apnic|MM|asn|132167|1|20130917|allocated
apnic|HK|asn|132168|1|20160804|allocated
apnic|BD|asn|132169|1|20190502|allocated
apnic|MY|asn|132170|1|20120301|allocated
apnic|IN|asn|132171|1|20120301|allocated
apnic|TH|asn|132172|1|20120301|allocated
apnic|AF|asn|132173|1|20120301|allocated
apnic|NZ|asn|132174|1|20180214|allocated
apnic|IN|asn|132175|1|20120302|allocated
apnic|CN|asn|132176|16|20120302|allocated
apnic|HK|asn|132192|1|20200224|allocated
apnic|PH|asn|132193|1|20120305|allocated
apnic|IN|asn|132194|1|20120305|allocated
apnic|AU|asn|132195|1|20120306|allocated
apnic|MY|asn|132196|1|20120307|allocated
apnic|MY|asn|132197|1|20120308|allocated
apnic|MY|asn|132198|1|20120309|allocated
apnic|PH|asn|132199|1|20120312|allocated
apnic|SG|asn|132200|1|20120312|allocated
apnic|TH|asn|132201|1|20120313|allocated
apnic|TH|asn|132202|1|20201122|allocated
apnic|CN|asn|132203|1|20120313|allocated
apnic|SG|asn|132204|1|20120314|allocated
apnic|AU|asn|132205|1|20160805|allocated
apnic|PH|asn|132206|1|20120315|allocated
apnic|TH|asn|132207|1|20120315|allocated
apnic|IN|asn|132208|1|20120316|allocated
apnic|PH|asn|132209|1|20120319|allocated
apnic|BD|asn|132210|1|20160805|allocated
apnic|JP|asn|132211|1|20120320|allocated
apnic|NZ|asn|132212|1|20181005|allocated
apnic|KH|asn|132213|1|20120321|allocated
apnic|AU|asn|132214|1|20120322|allocated
apnic|IN|asn|132215|1|20120323|allocated
apnic|BD|asn|132216|1|20190711|allocated
apnic|AU|asn|132217|1|20120326|allocated
apnic|MV|asn|132218|1|20160808|allocated
apnic|NZ|asn|132219|1|20160809|allocated
apnic|IN|asn|132220|1|20120327|allocated
apnic|AU|asn|132221|1|20120327|allocated
apnic|AF|asn|132222|1|20160809|allocated
apnic|PH|asn|132223|1|20120327|allocated
apnic|IN|asn|132224|1|20120328|allocated
apnic|CN|asn|132225|1|20200603|allocated
apnic|CN|asn|132226|1|20160809|allocated
apnic|IM|asn|132227|1|20160809|allocated
apnic|VU|asn|132228|1|20120330|allocated
apnic|PH|asn|132229|1|20120402|allocated
apnic|AU|asn|132230|1|20120404|allocated
apnic|AU|asn|132231|1|20180604|allocated
apnic|BT|asn|132232|1|20120405|allocated
apnic|HK|asn|132233|1|20160809|allocated
apnic|IN|asn|132234|1|20120405|allocated
apnic|NZ|asn|132235|1|20120410|allocated
apnic|SG|asn|132236|1|20120412|allocated
apnic|SG|asn|132237|1|20120413|allocated
apnic|KH|asn|132238|1|20170703|allocated
apnic|IN|asn|132239|1|20120416|allocated
apnic|NZ|asn|132240|1|20120416|allocated
apnic|MY|asn|132241|1|20120418|allocated
apnic|SG|asn|132242|1|20120419|allocated
apnic|SG|asn|132243|1|20120419|allocated
apnic|IN|asn|132244|1|20120420|allocated
apnic|AU|asn|132245|1|20120420|allocated
apnic|PH|asn|132246|1|20120423|allocated
apnic|SG|asn|132247|1|20120423|allocated
apnic|FJ|asn|132248|1|20160811|allocated
apnic|IN|asn|132249|1|20170703|allocated
apnic|TH|asn|132250|1|20120426|allocated
apnic|IN|asn|132251|1|20120426|allocated
apnic|HK|asn|132252|1|20120426|allocated
apnic|SG|asn|132253|1|20120427|allocated
apnic|VU|asn|132254|1|20160812|allocated
apnic|NZ|asn|132255|1|20120501|allocated
apnic|AU|asn|132256|1|20160812|allocated
apnic|AU|asn|132257|1|20120501|allocated
apnic|AU|asn|132258|1|20120504|allocated
apnic|HK|asn|132259|1|20160812|allocated
apnic|SB|asn|132260|1|20120509|allocated
apnic|AU|asn|132261|1|20120509|allocated
apnic|AU|asn|132262|1|20120509|allocated
apnic|AU|asn|132263|1|20120509|allocated
apnic|NZ|asn|132264|1|20120511|allocated
apnic|SG|asn|132265|1|20120515|allocated
apnic|AU|asn|132266|1|20160812|allocated
apnic|BD|asn|132267|1|20120515|allocated
apnic|NZ|asn|132268|1|20120517|allocated
apnic|AU|asn|132269|1|20200225|allocated
apnic|NP|asn|132270|1|20160815|allocated
apnic|SG|asn|132271|1|20120517|allocated
apnic|IN|asn|132272|1|20120521|allocated
apnic|AU|asn|132273|1|20120521|allocated
apnic|MY|asn|132274|1|20120521|allocated
apnic|SG|asn|132275|1|20160815|allocated
apnic|AU|asn|132276|1|20120522|allocated
apnic|SG|asn|132277|1|20120522|allocated
apnic|IN|asn|132278|1|20120523|allocated
apnic|AU|asn|132279|1|20160815|allocated
apnic|TH|asn|132280|1|20120523|allocated
apnic|SG|asn|132281|1|20120523|allocated
apnic|US|asn|132282|1|20220606|allocated
apnic|HK|asn|132283|1|20120528|allocated
apnic|NZ|asn|132284|1|20120528|allocated
apnic|PK|asn|132285|1|20160815|allocated
apnic|SG|asn|132286|2|20120530|allocated
apnic|SG|asn|132288|2|20120531|allocated
apnic|BD|asn|132290|1|20190623|allocated
apnic|HK|asn|132291|1|20160817|allocated
apnic|AU|asn|132292|1|20120601|allocated
apnic|SG|asn|132293|1|20120606|allocated
apnic|BD|asn|132294|1|20210415|allocated
apnic|BD|asn|132295|1|20180903|allocated
apnic|IN|asn|132296|1|20160816|allocated
apnic|AU|asn|132297|1|20120607|allocated
apnic|BD|asn|132298|1|20160828|allocated
apnic|AU|asn|132299|1|20120612|allocated
apnic|TH|asn|132300|1|20120613|allocated
apnic|JP|asn|132301|1|20120614|allocated
apnic|AU|asn|132302|1|20120614|allocated
apnic|IN|asn|132303|1|20120614|allocated
apnic|HK|asn|132304|1|20170817|allocated
apnic|BD|asn|132305|1|20120615|allocated
apnic|BD|asn|132306|1|20120618|allocated
apnic|SG|asn|132307|1|20120618|allocated
apnic|IN|asn|132308|1|20120619|allocated
apnic|AU|asn|132309|1|20120619|allocated
apnic|HK|asn|132310|1|20130918|allocated
apnic|IN|asn|132311|1|20160816|allocated
apnic|SG|asn|132312|1|20120626|allocated
apnic|BD|asn|132313|1|20160816|allocated
apnic|IN|asn|132314|1|20120629|allocated
apnic|AU|asn|132315|1|20120629|allocated
apnic|AU|asn|132316|1|20160905|allocated
apnic|IN|asn|132317|1|20120702|allocated
apnic|MY|asn|132318|1|20120703|allocated
apnic|MY|asn|132319|1|20160816|allocated
apnic|AU|asn|132320|1|20160816|allocated
apnic|AU|asn|132321|1|20120706|allocated
apnic|IN|asn|132322|1|20120710|allocated
apnic|IN|asn|132323|1|20120711|allocated
apnic|AU|asn|132324|1|20120711|allocated
apnic|HK|asn|132325|1|20160817|allocated
apnic|MY|asn|132326|1|20120711|allocated
apnic|HK|asn|132327|1|20160817|allocated
apnic|SG|asn|132328|1|20120713|allocated
apnic|IN|asn|132329|1|20120716|allocated
apnic|AU|asn|132330|1|20120716|allocated
apnic|AU|asn|132331|1|20161003|allocated
apnic|SG|asn|132332|1|20120716|allocated
apnic|NZ|asn|132333|1|20120716|allocated
apnic|SG|asn|132334|1|20120718|allocated
apnic|IN|asn|132335|1|20120719|allocated
apnic|AU|asn|132336|1|20120719|allocated
apnic|SG|asn|132337|1|20200225|allocated
apnic|IN|asn|132338|1|20120720|allocated
apnic|BD|asn|132339|1|20120724|allocated
apnic|BD|asn|132340|1|20120724|allocated
apnic|BD|asn|132341|1|20120726|allocated
apnic|HK|asn|132342|1|20120726|allocated
apnic|IN|asn|132343|1|20120726|allocated
apnic|MM|asn|132344|1|20160817|allocated
apnic|AU|asn|132345|1|20161017|allocated
apnic|IN|asn|132346|1|20120731|allocated
apnic|NZ|asn|132347|1|20120802|allocated
apnic|IN|asn|132349|1|20120803|allocated
apnic|KH|asn|132350|1|20120803|allocated
apnic|IN|asn|132351|1|20120803|allocated
apnic|BD|asn|132352|1|20220523|allocated
apnic|IN|asn|132353|1|20120806|allocated
apnic|MY|asn|132354|1|20120806|allocated
apnic|AU|asn|132355|1|20120806|allocated
apnic|SG|asn|132356|1|20120806|allocated
apnic|NZ|asn|132357|1|20120808|allocated
apnic|IN|asn|132358|1|20120809|allocated
apnic|MY|asn|132359|1|20180503|allocated
apnic|AU|asn|132360|1|20120810|allocated
apnic|AU|asn|132361|1|20120813|allocated
apnic|HK|asn|132362|1|20200226|allocated
apnic|HK|asn|132363|1|20120814|allocated
apnic|HK|asn|132364|1|20120814|allocated
apnic|BD|asn|132365|1|20160817|allocated
apnic|CN|asn|132366|1|20120816|allocated
apnic|AU|asn|132367|1|20120816|allocated
apnic|AU|asn|132368|1|20180312|allocated
apnic|HK|asn|132369|1|20200226|allocated
apnic|AU|asn|132370|1|20120820|allocated
apnic|IN|asn|132371|1|20171004|allocated
apnic|MY|asn|132372|1|20160818|allocated
apnic|JP|asn|132373|1|20120823|allocated
apnic|HK|asn|132374|1|20120827|allocated
apnic|NZ|asn|132375|1|20120827|allocated
apnic|MY|asn|132376|1|20120827|allocated
apnic|IN|asn|132377|1|20120828|allocated
apnic|IN|asn|132378|1|20120828|allocated
apnic|AU|asn|132379|1|20120828|allocated
apnic|KR|asn|132380|1|20120830|allocated
apnic|BD|asn|132381|1|20171102|allocated
apnic|AU|asn|132382|1|20120831|allocated
apnic|IN|asn|132383|1|20181101|allocated
apnic|IN|asn|132384|1|20161009|allocated
apnic|AU|asn|132385|1|20120905|allocated
apnic|PK|asn|132386|1|20160818|allocated
apnic|IN|asn|132387|1|20120905|allocated
apnic|IN|asn|132388|1|20120906|allocated
apnic|AU|asn|132389|1|20181221|allocated
apnic|IN|asn|132390|1|20120906|allocated
apnic|NZ|asn|132391|1|20120907|allocated
apnic|AU|asn|132392|1|20120907|allocated
apnic|AU|asn|132393|1|20120907|allocated
apnic|AU|asn|132394|1|20120907|allocated
apnic|BN|asn|132395|1|20120907|allocated
apnic|SG|asn|132396|1|20160818|allocated
apnic|AU|asn|132397|1|20120911|allocated
apnic|SG|asn|132398|1|20160819|allocated
apnic|SG|asn|132399|1|20120912|allocated
apnic|PH|asn|132400|1|20160819|allocated
apnic|IN|asn|132401|1|20160819|allocated
apnic|SG|asn|132402|1|20120913|allocated
apnic|SG|asn|132403|1|20201023|allocated
apnic|AF|asn|132404|1|20120913|allocated
apnic|AU|asn|132405|1|20120913|allocated
apnic|SG|asn|132406|1|20120913|allocated
apnic|NP|asn|132407|1|20161212|allocated
apnic|NZ|asn|132408|1|20160822|allocated
apnic|NZ|asn|132409|1|20161202|allocated
apnic|IN|asn|132410|2|20120914|allocated
apnic|TH|asn|132412|1|20120914|allocated
apnic|IN|asn|132413|2|20120917|allocated
apnic|IN|asn|132415|1|20120917|allocated
apnic|AU|asn|132416|1|20160822|allocated
apnic|IN|asn|132417|1|20120919|allocated
apnic|FR|asn|132418|1|20120919|allocated
apnic|AU|asn|132419|1|20120919|allocated
apnic|IN|asn|132420|1|20120921|allocated
apnic|AU|asn|132421|1|20120922|allocated
apnic|HK|asn|132422|1|20120922|allocated
apnic|IN|asn|132423|1|20120924|allocated
apnic|AU|asn|132424|1|20160822|allocated
apnic|SG|asn|132425|1|20120924|allocated
apnic|MY|asn|132426|1|20120924|allocated
apnic|BD|asn|132427|1|20161212|allocated
apnic|IN|asn|132428|1|20181203|allocated
apnic|VU|asn|132429|1|20120924|allocated
apnic|AU|asn|132430|1|20161205|allocated
apnic|NZ|asn|132431|1|20120925|allocated
apnic|MY|asn|132432|1|20120927|allocated
apnic|AU|asn|132433|1|20160823|allocated
apnic|MY|asn|132434|1|20121002|allocated
apnic|MY|asn|132435|1|20121003|allocated
apnic|BD|asn|132436|1|20160823|allocated
apnic|BD|asn|132438|1|20160823|allocated
apnic|MY|asn|132439|1|20200226|allocated
apnic|IN|asn|132440|1|20121008|allocated
apnic|IN|asn|132441|1|20121008|allocated
apnic|BD|asn|132442|1|20201122|allocated
apnic|BD|asn|132443|1|20160824|allocated
apnic|MY|asn|132444|1|20121009|allocated
apnic|IN|asn|132445|1|20121009|allocated
apnic|CN|asn|132446|1|20121011|allocated
apnic|LK|asn|132447|1|20121015|allocated
apnic|AU|asn|132448|1|20121015|allocated
apnic|NZ|asn|132449|1|20121015|allocated
apnic|NZ|asn|132450|1|20121015|allocated
apnic|JP|asn|132451|1|20121016|allocated
apnic|NZ|asn|132452|1|20121016|allocated
apnic|IN|asn|132453|1|20121016|allocated
apnic|PH|asn|132454|1|20121017|allocated
apnic|TH|asn|132455|1|20170106|allocated
apnic|NZ|asn|132456|1|20121018|allocated
apnic|NZ|asn|132457|1|20121018|allocated
apnic|AU|asn|132458|1|20180130|allocated
apnic|PH|asn|132459|1|20190405|allocated
apnic|IN|asn|132460|2|20121022|allocated
apnic|SB|asn|132462|1|20121023|allocated
apnic|IN|asn|132463|1|20121024|allocated
apnic|PH|asn|132464|1|20160824|allocated
apnic|SG|asn|132465|1|20121101|allocated
apnic|SG|asn|132466|1|20121101|allocated
apnic|AF|asn|132467|1|20121102|allocated
apnic|SB|asn|132468|1|20121102|allocated
apnic|AU|asn|132469|1|20121106|allocated
apnic|IN|asn|132470|1|20121106|allocated
apnic|AF|asn|132471|1|20121106|allocated
apnic|SG|asn|132472|1|20121107|allocated
apnic|AU|asn|132473|1|20121108|allocated
apnic|AU|asn|132474|1|20121109|allocated
apnic|IL|asn|132475|1|20121111|allocated
apnic|AU|asn|132476|1|20160824|allocated
apnic|IN|asn|132477|1|20121112|allocated
apnic|CN|asn|132478|1|20121112|allocated
apnic|TH|asn|132479|1|20121113|allocated
apnic|PK|asn|132480|1|20171204|allocated
apnic|AU|asn|132481|1|20200226|allocated
apnic|TH|asn|132482|1|20121115|allocated
apnic|PH|asn|132483|1|20121116|allocated
apnic|AU|asn|132484|1|20160824|allocated
apnic|IN|asn|132485|1|20170202|allocated
apnic|KI|asn|132486|1|20160825|allocated
apnic|AU|asn|132487|1|20121118|allocated
apnic|HK|asn|132488|1|20121119|allocated
apnic|BD|asn|132489|1|20170202|allocated
apnic|BD|asn|132490|1|20220310|allocated
apnic|AU|asn|132491|1|20160825|allocated
apnic|AU|asn|132492|1|20200228|allocated
apnic|TH|asn|132493|1|20121122|allocated
apnic|MY|asn|132494|1|20121122|allocated
apnic|PH|asn|132495|1|20121122|allocated
apnic|JP|asn|132496|1|20160825|allocated
apnic|IN|asn|132497|1|20121123|allocated
apnic|AU|asn|132498|1|20160825|allocated
apnic|HK|asn|132499|1|20121126|allocated
apnic|SG|asn|132500|1|20121126|allocated
apnic|CN|asn|132501|1|20121130|allocated
apnic|BD|asn|132502|1|20121127|allocated
apnic|AU|asn|132503|1|20160826|allocated
apnic|JP|asn|132504|1|20121128|allocated
apnic|PH|asn|132505|1|20121129|allocated
apnic|IN|asn|132507|1|20121129|allocated
apnic|PH|asn|132508|1|20160826|allocated
apnic|NZ|asn|132509|1|20121203|allocated
apnic|CN|asn|132510|1|20121204|allocated
apnic|CN|asn|132511|1|20121205|allocated
apnic|MY|asn|132512|1|20121205|allocated
apnic|LA|asn|132513|1|20160826|allocated
apnic|TH|asn|132514|1|20190304|allocated
apnic|IN|asn|132515|10|20121210|allocated
apnic|CN|asn|132525|1|20121212|allocated
apnic|SG|asn|132526|1|20121212|allocated
apnic|IN|asn|132527|1|20121214|allocated
apnic|AU|asn|132528|1|20160826|allocated
apnic|AU|asn|132529|1|20121217|allocated
apnic|BD|asn|132530|1|20121217|allocated
apnic|MY|asn|132531|1|20190304|allocated
apnic|AU|asn|132532|1|20121220|allocated
apnic|AU|asn|132533|1|20121220|allocated
apnic|NZ|asn|132534|1|20121221|allocated
apnic|IN|asn|132535|1|20121226|allocated
apnic|CN|asn|132536|1|20220311|allocated
apnic|MM|asn|132537|1|20220312|allocated
apnic|IN|asn|132538|1|20121228|allocated
apnic|IN|asn|132539|1|20121228|allocated
apnic|IN|asn|132540|1|20121231|allocated
apnic|HK|asn|132541|1|20121231|allocated
apnic|IN|asn|132542|1|20121231|allocated
apnic|BD|asn|132543|1|20171019|allocated
apnic|AU|asn|132544|1|20160829|allocated
apnic|TH|asn|132545|1|20130107|allocated
apnic|MY|asn|132546|1|20130107|allocated
apnic|IN|asn|132547|1|20130108|allocated
apnic|VU|asn|132548|1|20130108|allocated
apnic|HK|asn|132549|1|20130109|allocated
apnic|IN|asn|132550|1|20160829|allocated
apnic|CN|asn|132551|3|20130111|allocated
apnic|PH|asn|132554|1|20160830|allocated
apnic|IN|asn|132555|6|20130114|allocated
apnic|IN|asn|132562|13|20130114|allocated
apnic|BD|asn|132575|1|20130114|allocated
apnic|AU|asn|132576|1|20130115|allocated
apnic|AU|asn|132577|1|20130115|allocated
apnic|AU|asn|132578|1|20130117|allocated
apnic|TO|asn|132579|1|20130117|allocated
apnic|BD|asn|132580|1|20130117|allocated
apnic|AU|asn|132581|1|20130117|allocated
apnic|AU|asn|132582|1|20170504|allocated
apnic|AU|asn|132583|1|20130121|allocated
apnic|AU|asn|132584|1|20130121|allocated
apnic|HK|asn|132585|1|20130122|allocated
apnic|AU|asn|132586|1|20130122|allocated
apnic|IN|asn|132587|1|20130124|allocated
apnic|NZ|asn|132588|1|20130124|allocated
apnic|SG|asn|132589|1|20130125|allocated
apnic|KH|asn|132590|1|20130125|allocated
apnic|HK|asn|132591|1|20130129|allocated
apnic|JP|asn|132592|1|20130129|allocated
apnic|NZ|asn|132593|1|20180504|allocated
apnic|AU|asn|132594|1|20130129|allocated
apnic|PH|asn|132595|1|20130130|allocated
apnic|NZ|asn|132596|1|20130130|allocated
apnic|HK|asn|132597|1|20130130|allocated
apnic|BD|asn|132598|1|20130201|allocated
apnic|KH|asn|132599|1|20130201|allocated
apnic|AU|asn|132600|1|20130203|allocated
apnic|BD|asn|132601|1|20220214|allocated
apnic|BD|asn|132602|1|20130206|allocated
apnic|AU|asn|132603|1|20130208|allocated
apnic|BD|asn|132604|1|20130211|allocated
apnic|TH|asn|132605|1|20130208|allocated
